Chinese	Pinyin	English	TimesUsed
斧	fǔ	axe	9
听得	tīng de	hear	9
拜偶像	bài ǒu xiàng	worship idols	9
自幼	zì yòu	from childhood	9
射中	shè zhòng	hit	9
射	shè	shoot	9
祸害	huò hài	disaster	9
错谬	cuò miù	wrong	9
不应允	bù yīng yǔn	did not agree	9
犹大族	yóu dà zú	tribe of Judah	9
来见	lái jiàn	can come and meet	9
桑树	sāng shù	mulberry tree	9
不去	bù qù	not go	9
畅快	chàng kuài	merry	9
提哥亚	tí gē yà	Tekoa	9
以太	yǐ tài	Ittai	9
坑中	kēng zhōng	in the pit	9
假如	jiǎ rú	if	9
古示	gǔ shì	Cushi	9
清晨	qīng chén	early morning	9
尼陀法人	ní tuó fǎ rén	Netophathite	9
狠毒	hěn dú	malicious	9
亚萨利亚	yà sà lì yà	Azariah	9
懂得	dǒng dé	know how	9
夫役	fū yì	laborers	9
材料	cái liào	materials	9
相接	xiāng jiē	connected	9
馈送	kuì sòng	presented gifts	9
顾	gù	take care of	9
亲戚	qīn qi	relatives	9
何干	hé gān	what to do	9
重修	chóng xiū	rebuilt	9
水流	shuǐ liú	water flows	9
不说	bù shuō	does not speak	9
从哪里	cóng nǎ lǐ	from where	9
同僚	tóng liáo	colleagues	9
米拿现	mǐ ná xiàn	Menahem	9
舍伯那	shè bó nà	Shebna	9
断折	duàn zhé	broken	9
柏树	bǎi shù	cypress	9
以利约乃	yǐ lì yuē nǎi	Elioenai	9
以列	yǐ liè	Iri	9
哈拿尼雅	hā ná ní yǎ	Hananiah	9
耶叶	yē yè	Jeiel	9
一杯	yī bēi	a cup of	9
庄严	zhuāng yán	majestic	9
音麦	yīn mài	Immer (name)	9
徒	tú	disciple	9
东门	dōng mén	east gate	9
北门	běi mén	north gate	9
工程	gōng chéng	work	9
殿前	diàn qián	in front of the temple	9
守护	shǒu hù	guard	9
耶路撒冷人	yē lù sā lěng rén	people of Jerusalem	9
不息	bù xī	unceasing	9
分辨	fēn biàn	distinguish	9
辅助	fǔ zhù	assist	9
亚达月	yà dá yuè	month of Adar	9
货物	huò wù	goods	9
香品	xiāng pǐn	cosmetics	9
堕	duò	fall	9
默念	mò niàn	meditate	9
困苦人	kùn kǔ rén	afflicted people	9
闭口	bì kǒu	shut mouth	9
封闭	fēng bì	seal	9
语言	yǔ yán	speech	9
兴盛	xīng shèng	prosper	9
焦枯	jiāo kū	wither	9
证明	zhèng míng	prove	9
终局	zhōng jú	end	9
脱免	tuō miǎn	escape	9
烦渴	fán kě	thirsty	9
炎热	yán rè	scorching heat	9
守望	shǒu wàng	watch	9
珍珠	zhēn zhū	pearl	9
难堪	nán kān	unbearable	9
大风	dà fēng	great wind	9
一一	yī yī	one by one	9
愧耻	kuì chǐ	ashamed	9
美名	měi míng	glorious name	9
辨屈	biàn qū	defend	9
贪财	tān cái	greedy for wealth	9
至美	zhì měi	most beautiful	9
熬炼	áo liàn	refine	9
口出	kǒu chū	spoken	9
捉住	zhuō zhù	seize	9
草地	cǎo dì	green pastures	9
山崖	shān yá	cliff	9
逞	chěng	show off	9
结交	jié jiāo	befriend	9
奇异	qí yì	wonder	9
过于	guò yú	exceed	9
篱笆	lí ba	fence	9
月朔	yuè shuò	new moon	9
权力	quán lì	power	9
失望	shī wàng	disappointed	9
形体	xíng tǐ	form	9
壮男	zhuàng nán	strong man	9
良药	liáng yào	good medicine	9
过甚	guò shèn	excessive	9
播散	bō sàn	spread	9
洗除	xǐ chú	wash away	9
愚蒙	yú méng	ignorant	9
无非	wú fēi	nothing but	9
精明人	jīng míng rén	wise person	9
愚顽	yú wán	foolish	9
灵性	líng xìng	spirituality	9
爱人	ài rén	love others	9
暴雨	bào yǔ	torrential rain	9
思虑	sī lǜ	consider	9
爱情	ài qíng	love	9
叩门	kòu mén	knock at the door	9
遗剩	yí shèng	remnant	9
假托	jiǎ tuō	pretend to	9
各邦	gè bāng	various nations	9
上说	shàng shuō	said in	9
旁屋	páng wū	side rooms	9
一层	yī céng	one layer	9
遣人	qiǎn rén	sent people	9
立时	lì shí	immediately	9
火窑	huǒ yáo	furnace	9
揭开	jiē kāi	open	9
传教	chuán jiào	preach	9
以色加略	yǐ sè jiā lüè	Iscariot	9
倍	bèi	times	9
稗子	bài zi	darnel (a weed)	9
上船	shàng chuán	boarded the boat	9
体贴	tǐ tiē	consider	9
丧掉	sàng diào	lose	9
申初	shēn chū	mid-afternoon	9
该亚法	Gāi yà fǎ	Caiaphas	9
深信	shēn xìn	firmly believe	9
帖撒罗尼加	tiē sǎ luó ní jiā	Thessalonica	9
亚该亚	yà gāi yà	Achaia	9
夸	kuā	boast	9
能够	néng gòu	is able	9
受印	shòu yìn	sealed	9
罇	zūn	bowl	9
动物	dòng wù	animals	8
它们	tā men	them	8
快快	kuài kuài	quickly	8
泄漏	xiè lòu	disclose	8
生命树	shēng mìng shù	tree of life	8
安设	ān shè	set up	8
住下	zhù xià	stayed	8
诸祭司	zhū jì sī	priests	8
甚远	shèn yuǎn	very far	8
流过	liú guò	flow over	8
损	sǔn	harm	8
玛土撒拉	mǎ tǔ sā lā	Methuselah	8
三层	sān céng	three layers	8
整	zhěng	exactly	8
涨溢	zhǎng yì	rise and overflow	8
乌鸦	wū yā	raven	8
商量	shāng liang	discuss	8
家人	jiā rén	household	8
以此	yǐ cǐ	this	8
鸷鸟	zhì niǎo	bird of prey	8
逐开	zhú kāi	drive away	8
火炬	huǒ jù	torch	8
瞻仰	zhān yǎng	behold	8
奶油	nǎi yóu	butter	8
老少	lǎo shào	old and young	8
妹	mèi	sister	8
梦中	mèng zhōng	in a dream	8
基列亚巴	jī liè yà bā	Kiriath-arba	8
依从	yī cóng	obey	8
水瓶	shuǐ píng	water jar	8
喂养	wèi yǎng	fed	8
洗脚	xǐ jiǎo	wash feet	8
乡里	xiāng lǐ	villages	8
二子	èr zǐ	two sons	8
照样	zhào yàng	likewise	8
丧	sàng	lose	8
全能的	quán néng de	almighty	8
井口	jǐng kǒu	well mouth	8
与其	yǔ qí	rather than	8
奉给	fèng gěi	presented to	8
肥壮	féi zhuàng	fat and strong	8
欺瞒	qī mán	deceive	8
做的	zuò de	did	8
搜得	sōu dé	find by searching	8
辛苦	xīn kǔ	hardship	8
支	zhī	support	8
阿何利巴玛	ā hé lì bā mǎ	Aholibamah	8
约巴	yuē bā	Jobab	8
以兰	yǐ lán	Elan	8
围着	wéi zhe	surround	8
那件	nà jiàn	that	8
剪	jiǎn	shear	8
伸出	shēn chū	stretch out	8
剃除	tì chú	shave off	8
兆头	zhào tou	omen	8
各地	gè dì	everywhere	8
仓	cāng	granary	8
籴粮	dí liáng	buy grain	8
观望	guān wàng	look at	8
中心	zhōng xīn	heart	8
迦米	jiā mǐ	Carmi	8
陀拉	tuó lā	Tola	8
洗衣	xǐ yī	wash clothes	8
本民	běn mín	own people	8
丰美	fēng měi	abundant and excellent	8
督工	dū gōng	taskmasters	8
男孩	nán hái	boy	8
口才	kǒu cái	eloquence	8
昨日	zuó rì	yesterday	8
米沙利	mǐ shā lì	Mishael	8
卧房	wò fáng	bedroom	8
说明	shuō míng	declare	8
疮	chuāng	sore	8
打了	dǎ le	struck	8
但是	dàn shì	but	8
系带	jì dài	fasten a belt	8
步行	bù xíng	on foot	8
客人	kè rén	guest	8
流乳与蜜	liú rǔ yǔ mì	flowing with milk and honey	8
若不	ruò bù	if not	8
海上	hǎi shàng	on the sea	8
沉	chén	sink	8
对问	duì wèn	asked	8
雏	chú	chicks	8
铁器	tiě qì	iron tool	8
棍	gùn	stick	8
田园	tián yuán	field and garden	8
失	shī	lost	8
红玛瑙	hóng mǎ nǎo	carnelian	8
两根	liǎng gēn	two	8
精细	jīng xì	fine	8
一幅	yī fú	one piece	8
两边	liǎng biān	both sides	8
外幕	wài mù	outer covering	8
幕板	mù bǎn	curtain boards	8
四隅	sì yú	four corners	8
链子	liàn zi	chains	8
肝片	gān piàn	liver lobe	8
贫人	pín rén	poor person	8
修	xiū	shape	8
山中	shān zhōng	in the mountains	8
铸了	zhù le	cast	8
信息	xìn xī	message	8
器物	qì wù	utensils	8
院门	yuàn mén	courtyard gate	8
烧火	shāo huǒ	burn fire	8
素祭物	sù jì wù	grain offering	8
知觉	zhī jué	realize	8
误	wù	mistakenly	8
自死	zì sǐ	die naturally	8
又将	yòu jiāng	and then	8
显为	xiǎn wéi	be shown as	8
鳞	lín	scales	8
病患	bìng huàn	disease	8
十分之三	shí fēn zhī sān	three tenths	8
沾染	zhān rǎn	contaminate	8
苦苦	kǔ kǔ	bitterly	8
斋戒	zhāi jiè	fast	8
儿子们	ér zi men	sons	8
掩盖	yǎn gài	cover	8
听讼	tīng sòng	hear lawsuits	8
安息年	ān xī nián	sabbatical year	8
收敛	shōu liǎn	gather	8
败落	bài luò	fallen into decline	8
日像	rì xiàng	sun images	8
风吹	fēng chuī	wind blows	8
之前	zhī qián	before	8
已过	yǐ guò	passed	8
以南	yǐ nán	Enan	8
六千	liù qiān	six thousand	8
日出	rì chū	sunrise	8
队	duì	group	8
十万	shí wàn	one hundred thousand	8
盘子	pán zi	trays	8
之物	zhī wù	things	8
亲属	qīn shǔ	relative	8
不正	bù zhèng	unfaithful	8
有力	yǒu lì	has strength	8
守节	shǒu jié	celebrate the festival	8
火光	huǒ guāng	firelight	8
垂念	chuí niàn	remember	8
玛拿	mǎ ná	manna	8
年幼	nián yòu	young age	8
沙法	shā fǎ	Shaphat	8
看得	kàn de	see	8
此事	cǐ shì	this matter	8
怨讟	yuàn dú	complain	8
何珥玛	hé ěr mǎ	Hormah	8
十分之二	shí fēn zhī èr	two tenths	8
解到	jiě dào	bring to	8
拉到	lā dào	drag to	8
这些人	zhè xiē rén	these people	8
包盖	bāo gài	cover	8
偏	piān	deviate	8
以得来	yǐ dé lái	Edrei	8
阻挡	zǔ dǎng	block	8
犊	dú	young bull	8
野牛	yě niú	wild ox	8
分地	fēn dì	divide the land	8
当得	dāng dé	deserve	8
废了	fèi le	annulled	8
尼波	ní bō	Nebo	8
名称	míng chēng	name	8
四十二	sì shí èr	forty-two	8
试看	shì kàn	look	8
手拿	shǒu ná	hold in hand	8
一城	yī chéng	one city	8
拉巴城	lā bā chéng	city of Rabbah	8
基述	jī shù	Geshur	8
无多	wú duō	not many	8
已往	yǐ wǎng	past	8
择定	zé dìng	selected	8
规条	guī tiáo	statutes	8
代	dài	generations	8
常存	cháng cún	always keep	8
独一无二	dú yī wú èr	one and only	8
书写	shū xiě	write	8
涌出	yǒng chū	gush out	8
怜爱	lián ài	love and care for	8
觉悟	jué wù	realize	8
茂树	mào shù	lush trees	8
豁免	huō miǎn	release	8
考查	kǎo chá	investigate	8
究察	jiū chá	investigate	8
执意	zhí yì	insist	8
缠绕	chán rào	entangle	8
邪僻	xié pì	wicked	8
智谋	zhì móu	wisdom	8
高举	gāo jǔ	lift high	8
闪烁	shǎn shuò	flicker	8
西方	xī fāng	west	8
旋绕	xuán rào	circle around	8
伯亚文	Bó yǎ wén	Beth-aven	8
数点	shǔ diǎn	count,point out	8
逃脱	táo tuō	escape	8
没	méi	not	8
干枯	gān kū	dried up	8
亚西加	yà xī jiā	Azekah	8
玛基大	mǎ jī dà	Makkedah	8
王的	wáng de	king's	8
擒获	qín huò	capture	8
兵卒	bīng zú	soldiers	8
亚拉	Yà lā	Ara	8
城的	chéng de	of the city	8
示玛	shì mǎ	Shemah	8
向东	xiàng dōng	to the east	8
伯善	Bó shàn	Beth-shan	8
遍走	biàn zǒu	traveled all over	8
落空	luò kōng	fail	8
不美	bù měi	not good	8
作证	zuò zhèng	bear witness	8
基尼人	jī ní rén	Kenite	8
渴了	kě le	thirsty	8
敌军	dí jūn	enemy army	8
阵上	zhèn shàng	battle array	8
二十二	èr shí èr	twenty-two	8
哑谜	yǎ mí	riddle	8
说完	shuō wán	finished speaking	8
门闩	mén shuān	door bar	8
索	suǒ	rope	8
铜链	tóng liàn	bronze chains	8
家堂	jiā táng	household idols	8
少年	shào nián	young man	8
懈怠	xiè dài	slack	8
所需用	suǒ xū yòng	needed	8
晨星	chén xīng	morning star	8
富	fù	rich	8
喝醉	hē zuì	drunk	8
愁容	chóu róng	sad expression	8
敬主	jìng zhǔ	revere the Lord	8
四极	sì jí	four corners	8
努力	nǔ lì	strive	8
放在心上	fàng zài xīn shàng	take to heart	8
会合	huì hé	gather	8
惊乱	jīng luàn	panic	8
收复	shōu fù	recovered	8
打造	dǎ zào	forge	8
众百姓	zhòng bǎi xìng	the people	8
王权	wáng quán	kingship	8
恶魔	è mó	evil spirit	8
挡牌	dǎng pái	shield	8
枕头	zhěn tou	pillow	8
可知	kě zhī	can know	8
筹划	chóu huà	plan	8
相遇	xiāng yù	meet	8
惊动	jīng dòng	disturb	8
基利提	jī lì tí	Kerethites	8
六个月	liù gè yuè	six months	8
不绝	bù jué	cease	8
石匠	shí jiàng	stonemasons	8
以利法列	yǐ lì fǎ liè	Eliphelet	8
轻视	qīng shì	despised	8
摆队	bǎi duì	deployed	8
点数	diǎn shǔ	count	8
比基利	bǐ jī lì	Bichri	8
必先	bì xiān	must first	8
鸿恩	hóng ēn	great grace	8
所愿	suǒ yuàn	desired	8
私下	sī xià	privately	8
奏	zòu	play (music)	8
诗	shī	poems	8
木料	mù liào	timber	8
层	céng	layer	8
护	hù	protect	8
窗	chuāng	window	8
装修	zhuāng xiū	decorate	8
立意	lì yì	intend	8
掳到	lǔ dào	captured	8
烧香	shāo xiāng	burn incense	8
答	dá	answer	8
全族	quán zú	whole tribe	8
楼上	lóu shàng	upstairs	8
迦密山	jiā mì shān	Mount Carmel	8
池子	chí zi	pool	8
一匹	yī pǐ	one (for horses)	8
毒	dú	poison	8
专	zhuān	solely	8
日影	rì yǐng	sun's shadow	8
太监	tài jiān	eunuch	8
户勒大	hù lè dà	Huldah	8
亚悉	yà xī	Asir	8
亚谷	yà gǔ	Akkub	8
诸家	zhū jiā	families	8
耶大雅	yē dà yǎ	Jedaiah	8
夏甲人	xià jiǎ rén	Hagrites	8
第九	dì jiǔ	ninth	8
求福	qiú fú	bless	8
九月	jiǔ yuè	ninth month	8
院宇	yuàn yǔ	courtyard	8
衣被	yī bèi	clothed	8
奋勉	fèn miǎn	diligently	8
遍行	biàn xíng	travel throughout	8
矜夸	jīn kuā	boast	8
倒塌	dǎo tā	collapsed	8
戈矛	gē máo	spears	8
七十年	qī shí nián	seventy years	8
巴西王	bā xī wáng	King of Persia	8
甲篾	jiǎ miè	Kadmiel	8
写着	xiě zhe	written	8
哈沙比	hā shā bǐ	Hashabiah	8
充饥	chōng jī	satisfy hunger	8
各民	gè mín	each people	8
欢然	huān rán	joyfully	8
功劳	gōng láo	merit	8
乡下	xiāng xià	countryside	8
持守	chí shǒu	hold fast	8
死荫	sǐ yīn	shadow of death	8
一出	yī chū	as soon as	8
吹嘘	chuī xū	breathes	8
无言	wú yán	speechless	8
草莱	cǎo lái	grass	8
海沙	hǎi shā	sea sand	8
亲友	qīn yǒu	relatives and friends	8
申诉	shēn sù	complain	8
景况	jǐng kuàng	situation	8
深知	shēn zhī	know well	8
诛戮	zhū lù	slay	8
倾跌	qīng diē	stumble	8
击掌	jī zhǎng	strike hands	8
折磨	zhé mó	torment	8
亘古	gèn gǔ	ancient times	8
冤屈	yuān qū	grievance	8
偷盗	tōu dào	steal	8
阴灵	yīn líng	spirits of the dead	8
棚	péng	shed	8
翻	fān	turn over	8
我身	wǒ shēn	my body	8
热	rè	heat	8
轻忽	qīng hū	disregard	8
无一	wú yī	none	8
亵慢人	xiè màn rén	mockers	8
抗逆	kàng nì	resist	8
心肠	xīn cháng	heart and intestines	8
肺腑	fèi fǔ	innermost being	8
骄	jiāo	arrogant	8
轻慢	qīng màn	despise	8
业已	yè yǐ	already	8
自高	zì gāo	exalt oneself	8
愚人	yú rén	foolish people	8
心满意足	xīn mǎn yì zú	fully satisfied	8
温良	wēn liáng	gentleness	8
下入	xià rù	descend into	8
盘问	pán wèn	interrogate	8
有病	yǒu bìng	are sick	8
年寿	nián shòu	lifespan	8
虚幻	xū huàn	illusion	8
安稳	ān wěn	steady	8
哀叹	āi tàn	lament	8
鸽	gē	dove	8
田产	tián chǎn	field produce	8
栖止	qī zhǐ	rest	8
害人	hài rén	harm people	8
悦	yuè	delight	8
平直	píng zhí	straight	8
不少	bù shǎo	not few	8
等次	děng cì	order	8
自守	zì shǒu	guard oneself	8
迅速	xùn sù	quickly	8
电闪	diàn shǎn	lightning	8
谋略	móu lüè	strategy	8
痴呆	chī dāi	simple-minded	8
裂	liè	split	8
可悦	kě yuè	pleasant	8
囊	náng	bag	8
严严	yán yán	strictly	8
追求	zhuī qiú	pursue	8
妄自尊大	wàng zì zūn dà	be self-important	8
洁白	jié bái	white	8
末时	mò shí	end times	8
分封	fēn fēng	appoint	8
大雹	dà báo	great hail	8
子类	zǐ lèi	offspring	8
同得	tóng dé	together obtain	8
重生	chóng shēng	renew	8
瞎	xiā	blind	8
失了	shī le	lost	8
应答	yìng dá	respond	8
不公平	bù gōng píng	unfair	8
阿荷利巴	ā hé lì bā	Aholibah	8
贺梅珥	hè méi ěr	homer	8
四千五百	sì qiān wǔ bǎi	four thousand five hundred	8
伯沙撒	bó shā sǎ	Belshazzar	8
明显	míng xiǎn	obvious	8
阿摩斯	ā mó sī	Amos	8
饿了	è le	hungry	8
古人	gǔ rén	ancients	8
倒要	dào yào	should instead	8
今世	jīn shì	this world	8
岸上	àn shàng	on the shore	8
加给	jiā gěi	give more	8
家乡	jiā xiāng	hometown	8
是的	shì de	yes	8
效	xiào	imitate	8
请安	qǐng ān	greet	8
拉比	lā bǐ	Rabbi	8
来看	lái kàn	come to see	8
写在	xiě zài	wrote on	8
接纳	jiē nà	accept	8
合而为一	hé ér wéi yī	unite as one	8
基利嘉	jī lì jiā	Cilicia	8
奉召	fèng zhào	called	8
因信	yīn xìn	by faith	8
为善	wéi shàn	to do good	8
远避	yuǎn bì	avoid	8
世俗	shì sú	worldly	8
务要	wù yào	must	8
缒	zhuì	lower by rope	7
一棵	yī kē	one (tree)	7
恋慕	liàn mù	desire	7
长的	zhǎng de	grows	7
过河	guò hé	cross the river	7
证记	zhèng jì	testimony	7
太	tài	too	7
承当	chéng dāng	bear	7
雅列	yǎ liè	Jared	7
吃的	chī de	to eat	7
畜类	chù lèi	livestock	7
十七	shí qī	seventeenth	7
百兽	bǎi shòu	all beasts	7
稼穑	jià sè	harvest	7
葡萄酒	pú táo jiǔ	wine	7
赤体	chì tǐ	naked	7
米设	mǐ shè	Meshech	7
基提	jī tí	Kittim	7
希未族	xī wèi zú	Hivites	7
乌斯	wū sī	Uz	7
拉吴	lā wú	Reu	7
三十二	sān shí èr	thirty-two	7
西鹿	xī lù	Serug (name)	7
母驴	mǔ lǘ	female donkeys	7
亚略	yà lüè	Arioch	7
征伐	zhēng fá	conquer	7
五王	wǔ wáng	five kings	7
以利亚萨	yǐ lì yà sà	Eliezer	7
对他	duì tā	to him	7
何以	hé yǐ	how	7
母山羊	mǔ shān yáng	female goat	7
耶布斯	yē bù sī	Jebusite	7
树下	shù xià	under the tree	7
熟	shú	cooked	7
过夜	guò yè	spend the night	7
催促	cuī cù	urge	7
与他	yǔ tā	with him	7
不忍	bù rěn	cannot bear	7
井泉	jǐng quán	wellspring	7
赫族人	hè zú rén	Hittites	7
值	zhí	worth	7
无干	wú gān	have nothing to do with	7
喝足	hē zú	drink their fill	7
乳母	rǔ mǔ	wet nurse	7
玛撒	mǎ sā	Massa	7
怀了	huái le	conceived	7
孕	yùn	pregnancy	7
二族	èr zú	two peoples	7
强过	qiáng guò	be stronger than	7
实	shí	truly	7
刨挖	páo wā	dig	7
巴实抹	bā shí mǒ	Basemath	7
弓箭	gōng jiàn	bow and arrow	7
美味	měi wèi	delicacy	7
摸着	mō zhe	touches	7
他父	tā fù	his father	7
进到	jìn dào	went to	7
同母	tóng mǔ	same mother	7
听了	tīng le	heard	7
痛痛	tòng tòng	bitterly	7
祝	zhù	bless	7
浇	jiāo	pour	7
路斯	lù sī	Luz	7
转离	zhuǎn lí	turn away	7
情由	qíng yóu	circumstances	7
白白	bái bái	for nothing	7
送来	sòng lái	send	7
悉帕	xī pà	Zilpah	7
胜似	shèng sì	more than	7
底拿	dǐ ná	Dinah	7
配合	pèi hé	mate	7
侵吞	qīn tūn	embezzled	7
大腿	dà tuǐ	thigh	7
一把	yī bǎ	a handful	7
毗努伊勒	pí nǔ yī lè	Peniel	7
筋	jīn	sinew	7
庐	lú	shelter	7
石柱	shí zhù	stone pillar	7
祭便	jì biàn	Zibeon	7
富厚	fù hòu	abundant	7
罗坍	luó tān	Lotan	7
底顺	dǐ shùn	Dishon	7
猛兽	měng shòu	wild beast	7
驮着	tuó zhe	carrying	7
事业	shì yè	affairs	7
发芽	fā yá	sprout	7
擅自	shàn zì	without authorization	7
假作	jiǎ zuò	pretended	7
奸细	jiān xì	spies	7
喂	wèi	feed	7
作买卖	zuò mǎi mai	trade	7
又要	yòu yào	again want	7
遭祸	zāo huò	suffer disaster	7
宫里	gōng lǐ	palace	7
七人	qī rén	seven people	7
歌珊	gē shān	Goshen	7
坐车	zuò chē	ride in a chariot	7
所剩	suǒ shèng	left	7
忍	rěn	bear	7
亲慕	qīn mù	love dearly	7
路旁	lù páng	roadside	7
狼	láng	wolf	7
墓中	mù zhōng	in the tomb	7
众臣	zhòng chén	officials	7
打算	dǎ suàn	plan	7
苦工	kǔ gōng	hard labor	7
槽	cáo	trough	7
在哪里	zài nǎ lǐ	where	7
即	jí	or	7
受罪	shòu zuì	suffer	7
重灾	zhòng zāi	severe plague	7
立尼	lì ní	Libni	7
亚惜	yà xī	Asir	7
蝇蚋	yíng ruì	flies and gnats	7
他说	tā shuō	he said	7
打坏	dǎ huài	destroyed	7
也不	yě bù	also not	7
吹去	chuī qù	blew away	7
头一日	tóu yī rì	first day	7
也不可	yě bù kě	nor should	7
一例	yī lì	one rule	7
火柱	huǒ zhù	pillar of fire	7
搅扰	jiǎo rǎo	disturb	7
大显	dà xiǎn	greatly displayed	7
尊崇	zūn chóng	honor	7
不动	bù dòng	not move	7
米利巴	mǐ lì bā	Meribah	7
边界	biān jiè	border	7
冒烟	mào yān	emit smoke	7
威	wēi	power	7
地底下	dì dǐ xià	under the ground	7
你若	nǐ ruò	if you	7
偶然	ǒu rán	by chance	7
烧了	shāo le	burned	7
聘	pìn	betroth	7
当头	dāng tóu	pledge	7
之下	zhī xià	under	7
渐渐地	jiàn jiàn de	gradually	7
山羊毛	shān yáng máo	goat hair	7
两头	liǎng tóu	two ends	7
二尺	èr chǐ	two cubits	7
附近	fù jìn	near	7
杏花	xìng huā	almond blossom	7
十一	shí yī	eleven	7
挂	guà	hang	7
接连	jiē lián	connect	7
金线	jīn xiàn	gold thread	7
金槽	jīn cáo	gold settings	7
乌陵	wū líng	Urim	7
白细麻布	bái xì má bù	fine white linen cloth	7
右脚	yòu jiǎo	right foot	7
薄饼	báo bǐng	thin bread	7
捣	dǎo	pounded	7
一欣	yī xīn	one hin	7
灌奠	guàn diàn	drink offering	7
香台	xiāng tái	incense altar	7
犹大支派	yóu dà zhī pài	tribe of Judah	7
邻里	lín lǐ	neighbor	7
